,diameter,baseline_subtracted,eid,subject,trial,trial_after_switch,transition_from,contrast,time,Stim_side,Feedback_type,probabilityLeft,after_switch
14,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,413,0,0.8,0.125,1.7999999999999994,1,-1.0,0.2,0-10 trials
15,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,413,0,0.8,0.125,1.9999999999999991,1,-1.0,0.2,0-10 trials
16,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,413,0,0.8,0.125,2.1999999999999993,1,-1.0,0.2,0-10 trials
17,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,413,0,0.8,0.125,2.3999999999999995,1,-1.0,0.2,0-10 trials
18,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,413,0,0.8,0.125,2.599999999999999,1,-1.0,0.2,0-10 trials
19,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,413,0,0.8,0.125,2.799999999999999,1,-1.0,0.2,0-10 trials
20,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,413,0,0.8,0.125,2.999999999999999,1,-1.0,0.2,0-10 trials
0,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,-1.0,1,1.0,0.2,0-10 trials
1,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,-0.8,1,1.0,0.2,0-10 trials
2,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,-0.6000000000000001,1,1.0,0.2,0-10 trials
3,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,-0.40000000000000013,1,1.0,0.2,0-10 trials
4,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,-0.20000000000000018,1,1.0,0.2,0-10 trials
5,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,-2.220446049250313e-16,1,1.0,0.2,0-10 trials
6,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,0.19999999999999973,1,1.0,0.2,0-10 trials
7,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,0.3999999999999997,1,1.0,0.2,0-10 trials
8,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,0.5999999999999996,1,1.0,0.2,0-10 trials
9,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,0.7999999999999996,1,1.0,0.2,0-10 trials
10,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,0.9999999999999996,1,1.0,0.2,0-10 trials
11,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,1.1999999999999993,1,1.0,0.2,0-10 trials
12,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,1.3999999999999995,1,1.0,0.2,0-10 trials
13,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,1.5999999999999996,1,1.0,0.2,0-10 trials
14,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,1.7999999999999994,1,1.0,0.2,0-10 trials
15,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,1.9999999999999991,1,1.0,0.2,0-10 trials
16,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,2.1999999999999993,1,1.0,0.2,0-10 trials
17,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,2.3999999999999995,1,1.0,0.2,0-10 trials
18,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,2.599999999999999,1,1.0,0.2,0-10 trials
19,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,2.799999999999999,1,1.0,0.2,0-10 trials
20,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,414,1,0.8,0.0625,2.999999999999999,1,1.0,0.2,0-10 trials
0,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,-1.0,1,1.0,0.2,0-10 trials
1,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,-0.8,1,1.0,0.2,0-10 trials
2,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,-0.6000000000000001,1,1.0,0.2,0-10 trials
3,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,-0.40000000000000013,1,1.0,0.2,0-10 trials
4,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,-0.20000000000000018,1,1.0,0.2,0-10 trials
5,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,-2.220446049250313e-16,1,1.0,0.2,0-10 trials
6,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,0.19999999999999973,1,1.0,0.2,0-10 trials
7,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,0.3999999999999997,1,1.0,0.2,0-10 trials
8,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,0.5999999999999996,1,1.0,0.2,0-10 trials
9,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,0.7999999999999996,1,1.0,0.2,0-10 trials
10,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,0.9999999999999996,1,1.0,0.2,0-10 trials
11,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,1.1999999999999993,1,1.0,0.2,0-10 trials
12,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,1.3999999999999995,1,1.0,0.2,0-10 trials
13,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,1.5999999999999996,1,1.0,0.2,0-10 trials
14,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,1.7999999999999994,1,1.0,0.2,0-10 trials
15,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,1.9999999999999991,1,1.0,0.2,0-10 trials
16,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,2.1999999999999993,1,1.0,0.2,0-10 trials
17,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,2.3999999999999995,1,1.0,0.2,0-10 trials
18,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,2.599999999999999,1,1.0,0.2,0-10 trials
19,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,2.799999999999999,1,1.0,0.2,0-10 trials
20,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,415,2,0.8,0.0,2.999999999999999,1,1.0,0.2,0-10 trials
0,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,-1.0,1,1.0,0.2,0-10 trials
1,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,-0.8,1,1.0,0.2,0-10 trials
2,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,-0.6000000000000001,1,1.0,0.2,0-10 trials
3,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,-0.40000000000000013,1,1.0,0.2,0-10 trials
4,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,-0.20000000000000018,1,1.0,0.2,0-10 trials
5,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,-2.220446049250313e-16,1,1.0,0.2,0-10 trials
6,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,0.19999999999999973,1,1.0,0.2,0-10 trials
7,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,0.3999999999999997,1,1.0,0.2,0-10 trials
8,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,0.5999999999999996,1,1.0,0.2,0-10 trials
9,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,0.7999999999999996,1,1.0,0.2,0-10 trials
10,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,0.9999999999999996,1,1.0,0.2,0-10 trials
11,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,1.1999999999999993,1,1.0,0.2,0-10 trials
12,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,1.3999999999999995,1,1.0,0.2,0-10 trials
13,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,1.5999999999999996,1,1.0,0.2,0-10 trials
14,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,1.7999999999999994,1,1.0,0.2,0-10 trials
15,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,1.9999999999999991,1,1.0,0.2,0-10 trials
16,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,2.1999999999999993,1,1.0,0.2,0-10 trials
17,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,2.3999999999999995,1,1.0,0.2,0-10 trials
18,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,2.599999999999999,1,1.0,0.2,0-10 trials
19,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,2.799999999999999,1,1.0,0.2,0-10 trials
20,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,416,3,0.8,0.0625,2.999999999999999,1,1.0,0.2,0-10 trials
0,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,-1.0,-1,-1.0,0.2,0-10 trials
1,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,-0.8,-1,-1.0,0.2,0-10 trials
2,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,-0.6000000000000001,-1,-1.0,0.2,0-10 trials
3,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,-0.40000000000000013,-1,-1.0,0.2,0-10 trials
4,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,-0.20000000000000018,-1,-1.0,0.2,0-10 trials
5,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,-2.220446049250313e-16,-1,-1.0,0.2,0-10 trials
6,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,0.19999999999999973,-1,-1.0,0.2,0-10 trials
7,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,0.3999999999999997,-1,-1.0,0.2,0-10 trials
8,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,0.5999999999999996,-1,-1.0,0.2,0-10 trials
9,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,0.7999999999999996,-1,-1.0,0.2,0-10 trials
10,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,0.9999999999999996,-1,-1.0,0.2,0-10 trials
11,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,1.1999999999999993,-1,-1.0,0.2,0-10 trials
12,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,1.3999999999999995,-1,-1.0,0.2,0-10 trials
13,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,1.5999999999999996,-1,-1.0,0.2,0-10 trials
14,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,1.7999999999999994,-1,-1.0,0.2,0-10 trials
15,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,1.9999999999999991,-1,-1.0,0.2,0-10 trials
16,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,2.1999999999999993,-1,-1.0,0.2,0-10 trials
17,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,2.3999999999999995,-1,-1.0,0.2,0-10 trials
18,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,2.599999999999999,-1,-1.0,0.2,0-10 trials
19,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,2.799999999999999,-1,-1.0,0.2,0-10 trials
20,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,417,4,0.8,-0.0625,2.999999999999999,-1,-1.0,0.2,0-10 trials
0,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,-1.0,-1,-1.0,0.2,0-10 trials
1,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,-0.8,-1,-1.0,0.2,0-10 trials
2,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,-0.6000000000000001,-1,-1.0,0.2,0-10 trials
3,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,-0.40000000000000013,-1,-1.0,0.2,0-10 trials
4,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,-0.20000000000000018,-1,-1.0,0.2,0-10 trials
5,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,-2.220446049250313e-16,-1,-1.0,0.2,0-10 trials
6,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,0.19999999999999973,-1,-1.0,0.2,0-10 trials
7,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,0.3999999999999997,-1,-1.0,0.2,0-10 trials
8,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,0.5999999999999996,-1,-1.0,0.2,0-10 trials
9,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,0.7999999999999996,-1,-1.0,0.2,0-10 trials
10,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,0.9999999999999996,-1,-1.0,0.2,0-10 trials
11,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,1.1999999999999993,-1,-1.0,0.2,0-10 trials
12,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,1.3999999999999995,-1,-1.0,0.2,0-10 trials
13,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,1.5999999999999996,-1,-1.0,0.2,0-10 trials
14,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,1.7999999999999994,-1,-1.0,0.2,0-10 trials
15,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,1.9999999999999991,-1,-1.0,0.2,0-10 trials
16,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,2.1999999999999993,-1,-1.0,0.2,0-10 trials
17,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,2.3999999999999995,-1,-1.0,0.2,0-10 trials
18,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,2.599999999999999,-1,-1.0,0.2,0-10 trials
19,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,2.799999999999999,-1,-1.0,0.2,0-10 trials
20,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,418,5,0.8,-0.0,2.999999999999999,-1,-1.0,0.2,0-10 trials
0,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,-1.0,1,1.0,0.2,0-10 trials
1,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,-0.8,1,1.0,0.2,0-10 trials
2,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,-0.6000000000000001,1,1.0,0.2,0-10 trials
3,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,-0.40000000000000013,1,1.0,0.2,0-10 trials
4,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,-0.20000000000000018,1,1.0,0.2,0-10 trials
5,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,-2.220446049250313e-16,1,1.0,0.2,0-10 trials
6,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,0.19999999999999973,1,1.0,0.2,0-10 trials
7,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,0.3999999999999997,1,1.0,0.2,0-10 trials
8,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,0.5999999999999996,1,1.0,0.2,0-10 trials
9,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,0.7999999999999996,1,1.0,0.2,0-10 trials
10,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,0.9999999999999996,1,1.0,0.2,0-10 trials
11,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,1.1999999999999993,1,1.0,0.2,0-10 trials
12,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,1.3999999999999995,1,1.0,0.2,0-10 trials
13,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,1.5999999999999996,1,1.0,0.2,0-10 trials
14,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,1.7999999999999994,1,1.0,0.2,0-10 trials
15,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,1.9999999999999991,1,1.0,0.2,0-10 trials
16,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,2.1999999999999993,1,1.0,0.2,0-10 trials
17,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,2.3999999999999995,1,1.0,0.2,0-10 trials
18,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,2.599999999999999,1,1.0,0.2,0-10 trials
19,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,2.799999999999999,1,1.0,0.2,0-10 trials
20,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,419,6,0.8,0.125,2.999999999999999,1,1.0,0.2,0-10 trials
0,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,-1.0,-1,-1.0,0.2,0-10 trials
1,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,-0.8,-1,-1.0,0.2,0-10 trials
2,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,-0.6000000000000001,-1,-1.0,0.2,0-10 trials
3,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,-0.40000000000000013,-1,-1.0,0.2,0-10 trials
4,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,-0.20000000000000018,-1,-1.0,0.2,0-10 trials
5,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,-2.220446049250313e-16,-1,-1.0,0.2,0-10 trials
6,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,0.19999999999999973,-1,-1.0,0.2,0-10 trials
7,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,0.3999999999999997,-1,-1.0,0.2,0-10 trials
8,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,0.5999999999999996,-1,-1.0,0.2,0-10 trials
9,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,0.7999999999999996,-1,-1.0,0.2,0-10 trials
10,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,0.9999999999999996,-1,-1.0,0.2,0-10 trials
11,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,1.1999999999999993,-1,-1.0,0.2,0-10 trials
12,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,1.3999999999999995,-1,-1.0,0.2,0-10 trials
13,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,1.5999999999999996,-1,-1.0,0.2,0-10 trials
14,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,1.7999999999999994,-1,-1.0,0.2,0-10 trials
15,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,1.9999999999999991,-1,-1.0,0.2,0-10 trials
16,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,2.1999999999999993,-1,-1.0,0.2,0-10 trials
17,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,2.3999999999999995,-1,-1.0,0.2,0-10 trials
18,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,2.599999999999999,-1,-1.0,0.2,0-10 trials
19,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,2.799999999999999,-1,-1.0,0.2,0-10 trials
20,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,420,7,0.8,-0.0,2.999999999999999,-1,-1.0,0.2,0-10 trials
0,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,-1.0,1,1.0,0.2,0-10 trials
1,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,-0.8,1,1.0,0.2,0-10 trials
2,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,-0.6000000000000001,1,1.0,0.2,0-10 trials
3,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,-0.40000000000000013,1,1.0,0.2,0-10 trials
4,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,-0.20000000000000018,1,1.0,0.2,0-10 trials
5,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,-2.220446049250313e-16,1,1.0,0.2,0-10 trials
6,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,0.19999999999999973,1,1.0,0.2,0-10 trials
7,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,0.3999999999999997,1,1.0,0.2,0-10 trials
8,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,0.5999999999999996,1,1.0,0.2,0-10 trials
9,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,0.7999999999999996,1,1.0,0.2,0-10 trials
10,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,0.9999999999999996,1,1.0,0.2,0-10 trials
11,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,1.1999999999999993,1,1.0,0.2,0-10 trials
12,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,1.3999999999999995,1,1.0,0.2,0-10 trials
13,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,1.5999999999999996,1,1.0,0.2,0-10 trials
14,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,1.7999999999999994,1,1.0,0.2,0-10 trials
15,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,1.9999999999999991,1,1.0,0.2,0-10 trials
16,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,2.1999999999999993,1,1.0,0.2,0-10 trials
17,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,2.3999999999999995,1,1.0,0.2,0-10 trials
18,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,2.599999999999999,1,1.0,0.2,0-10 trials
19,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,2.799999999999999,1,1.0,0.2,0-10 trials
20,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,421,8,0.8,0.125,2.999999999999999,1,1.0,0.2,0-10 trials
0,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,422,9,0.8,0.125,-1.0,1,1.0,0.2,0-10 trials
1,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,422,9,0.8,0.125,-0.8,1,1.0,0.2,0-10 trials
2,,,e5fae088-ed96-4d9b-82f9-dfd13c259d52,ZM_1897,422,9,0.8,0.125,-0.6000000000000001,1,1.0,0.2,0-10 trials
